employee_id,age,attrition,daily_rate,distance_from_home,education,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_satisfaction,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,business_travel_Non-Travel,business_travel_Travel_Frequently,business_travel_Travel_Rarely,department_Human Resources,department_Research & Development,department_Sales,education_field_Human Resources,education_field_Life Sciences,education_field_Marketing,education_field_Medical,education_field_Other,education_field_Technical Degree,job_role_Healthcare Representative,job_role_Human Resources,job_role_Laboratory Technician,job_role_Manager,job_role_Manufacturing Director,job_role_Research Director,job_role_Research Scientist,job_role_Sales Executive,job_role_Sales Representative,marital_status_Divorced,marital_status_Married,marital_status_Single
446,-0.25,0,-0.4287749287749288,0.25,3,2,0,-0.5277777777777778,2,2,4,-0.023285661899523285,-0.7846017270599629,0.3333333333333333,0,0.0,3,3,0,0.0,3.0,2,0.3333333333333333,0.8,-0.3333333333333333,-0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1182,-0.08333333333333333,0,0.014245014245014245,-0.4166666666666667,3,3,0,-0.5833333333333334,2,3,2,1.002016868353502,0.44782503429908804,0.0,0,0.6666666666666666,3,2,1,0.6666666666666666,-1.0,4,0.3333333333333333,0.8,1.6666666666666667,0.2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1790,0.0,0,0.8176638176638177,0.25,3,4,0,0.6944444444444444,3,3,1,0.643931059772644,0.9611815027035752,1.6666666666666667,1,-0.16666666666666666,3,4,1,0.6666666666666666,-2.0,3,1.1666666666666667,1.0,1.3333333333333333,0.8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
644,1.1666666666666667,0,0.6225071225071225,-0.3333333333333333,3,1,0,0.9444444444444444,3,5,2,2.455262192885955,-0.4874505689613429,-0.3333333333333333,0,-0.5,3,3,1,2.5555555555555554,-1.0,3,4.5,0.4,3.0,0.8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1734,-0.3333333333333333,1,0.2207977207977208,-0.5,2,1,0,-0.8611111111111112,1,2,2,0.35313531353135313,-0.15269146961504318,1.3333333333333333,0,0.16666666666666666,3,2,0,0.1111111111111111,-1.0,3,-0.8333333333333334,-0.6,-0.3333333333333333,-0.6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
854,-0.9166666666666666,0,-0.896011396011396,-0.4166666666666667,1,1,0,0.0,4,1,1,-0.25394206087275395,0.6127834718747478,1.6666666666666667,0,-0.16666666666666666,3,3,0,-0.3333333333333333,0.0,2,-0.16666666666666666,0.0,-0.3333333333333333,-0.4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1985,0.3333333333333333,0,-0.16666666666666666,0.3333333333333333,3,4,1,0.2222222222222222,3,2,3,0.2775944261092776,1.0338148656282786,-0.3333333333333333,0,-0.5,3,1,1,0.1111111111111111,-1.0,4,0.8333333333333334,1.2,2.6666666666666665,0.2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
945,1.0,0,0.9401709401709402,1.0833333333333333,4,4,0,-0.3888888888888889,3,1,3,-0.4675467546754675,-0.6856589460092002,0.6666666666666666,0,0.5,3,1,2,0.4444444444444444,-1.0,2,-0.8333333333333334,-0.6,-0.3333333333333333,-0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1204,0.8333333333333334,0,0.8447293447293447,-0.4166666666666667,3,3,1,0.1111111111111111,3,4,1,2.244041070773744,0.8117181825518521,2.0,0,1.5,4,1,0,2.111111111111111,-1.0,3,3.5,2.4,4.666666666666667,1.2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
560,-0.8333333333333334,0,0.7692307692307693,1.3333333333333333,3,1,1,0.6944444444444444,3,1,4,-0.3525852585258526,-0.8883060285691228,-0.3333333333333333,0,1.3333333333333333,4,2,2,-0.6666666666666666,0.0,1,-0.3333333333333333,-0.2,-0.3333333333333333,-0.2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1289,-0.16666666666666666,0,-0.22934472934472935,0.3333333333333333,3,3,0,-0.25,2,2,2,-0.05848918225155849,0.6290049229279315,0.6666666666666666,0,-0.5,3,4,2,0.5555555555555556,2.0,4,0.8333333333333334,1.2,0.0,1.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1569,-0.08333333333333333,1,-1.0042735042735043,-0.4166666666666667,3,1,1,0.1111111111111111,3,1,1,-0.5014668133480015,1.0152530062141878,-0.3333333333333333,1,-0.3333333333333333,3,4,1,-0.8888888888888888,-1.0,3,-0.6666666666666666,-0.6,-0.3333333333333333,-0.6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1864,-0.75,0,-0.11538461538461539,1.3333333333333333,1,2,1,-0.8055555555555556,2,2,3,-0.23267326732673269,-0.5666209345492697,-0.3333333333333333,0,1.1666666666666667,4,4,1,0.0,2.0,3,0.6666666666666666,1.0,1.3333333333333333,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
731,0.4166666666666667,0,-0.5441595441595442,0.25,4,2,0,0.2222222222222222,2,5,4,2.627796112944628,-0.41788394802679363,0.3333333333333333,0,0.16666666666666666,3,2,3,1.5555555555555556,-1.0,2,2.6666666666666665,0.6,3.6666666666666665,0.6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1282,1.25,0,-0.8148148148148148,0.16666666666666666,3,4,0,0.5,3,5,2,2.7572423909057573,0.41618916955855056,0.6666666666666666,1,1.6666666666666667,4,1,1,2.4444444444444446,2.0,2,4.0,1.4,3.3333333333333335,1.4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
784,-1.0833333333333333,0,-0.7108262108262108,0.25,1,1,0,0.3888888888888889,4,1,3,-0.23909057572423908,0.4512145912355742,-0.3333333333333333,0,0.6666666666666666,3,4,0,-0.7777777777777778,0.0,3,-0.5,-0.2,-0.3333333333333333,-0.2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1350,-0.08333333333333333,0,-0.4658119658119658,-0.25,4,3,0,0.6111111111111112,3,2,3,-0.10267693436010268,-0.9159067064805101,-0.3333333333333333,1,-0.5,3,2,0,0.0,0.0,3,0.6666666666666666,0.6,0.0,-0.4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1140,-0.16666666666666666,0,0.27635327635327633,-0.4166666666666667,2,4,0,0.8333333333333334,3,2,3,-0.14228089475614228,0.14486320716649181,0.0,0,-0.5,3,4,0,-0.4444444444444444,0.0,2,-0.3333333333333333,-0.2,-0.3333333333333333,-0.2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
910,-0.25,0,0.3789173789173789,-0.3333333333333333,2,4,0,-0.2222222222222222,3,1,2,-0.46424642464246424,0.6949398757162457,0.3333333333333333,1,-0.5,3,3,1,-0.2222222222222222,1.0,4,-0.16666666666666666,0.0,-0.3333333333333333,0.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
707,-0.9166666666666666,0,0.0014245014245014246,0.08333333333333333,3,4,0,-0.2222222222222222,4,2,2,0.007700770077007701,0.13227342425954322,-0.6666666666666666,0,1.3333333333333333,4,3,1,-0.5555555555555556,1.0,3,-0.3333333333333333,-0.2,0.0,-0.2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1888,0.75,0,-0.3603988603988604,1.5,2,2,1,0.7777777777777778,2,2,4,0.20113678034470114,0.7948511016060044,-0.6666666666666666,0,-0.16666666666666666,3,4,2,0.1111111111111111,-1.0,2,0.6666666666666666,1.0,0.6666666666666666,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2051,0.3333333333333333,0,0.5484330484330484,-0.4166666666666667,4,3,1,0.9166666666666666,3,1,3,-0.5148514851485149,-0.12024856750867566,0.0,0,0.0,3,2,3,1.2222222222222223,-1.0,3,0.0,0.0,-0.3333333333333333,-0.2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
701,-1.3333333333333333,1,0.7877492877492878,0.25,1,4,0,-0.9166666666666666,3,1,3,-0.6967363403006968,1.045920426115729,-0.3333333333333333,1,-0.5,3,4,0,-0.8888888888888888,2.0,3,-0.6666666666666666,-0.6,0.0,-0.4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1434,-0.75,0,0.8091168091168092,0.3333333333333333,1,2,0,0.7222222222222222,3,1,1,-0.49688302163549686,-0.5132757646679041,-0.6666666666666666,0,0.0,3,2,0,-0.3333333333333333,0.0,4,0.0,-0.6,0.0,0.2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
635,0.08333333333333333,0,-0.5170940170940171,-0.5,4,2,1,0.0,3,2,2,0.30033003300330036,0.1341296102009523,1.3333333333333333,0,-0.3333333333333333,3,2,1,-0.1111111111111111,-1.0,2,0.16666666666666666,0.4,1.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1668,0.16666666666666666,0,0.5413105413105413,-0.5,3,4,0,0.6944444444444444,3,2,4,-0.013568023469013568,-0.3366959890242918,1.6666666666666667,0,0.16666666666666666,3,4,2,1.1111111111111112,1.0,4,1.3333333333333333,1.6,0.3333333333333333,1.2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
174,1.1666666666666667,0,0.0,0.4166666666666667,3,3,1,0.3333333333333333,3,3,4,0.8065639897323066,-0.59672342829473,0.6666666666666666,0,-0.5,3,4,0,0.7777777777777778,0.0,3,-0.5,-0.2,0.3333333333333333,-0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20,-0.5833333333333334,0,0.8262108262108262,1.1666666666666667,4,2,1,-0.3888888888888889,4,3,1,0.9481114778144482,-0.31022516342506656,-0.3333333333333333,0,-0.5,3,3,1,0.1111111111111111,-2.0,3,0.8333333333333334,1.2,2.3333333333333335,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1219,-1.0,1,0.2492877492877493,0.8333333333333334,2,4,1,0.8888888888888888,3,1,2,-0.47653098643197656,-0.8608667581309014,-0.3333333333333333,0,-0.16666666666666666,3,1,1,-0.8888888888888888,0.0,1,-0.6666666666666666,-0.6,-0.3333333333333333,-0.6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1387,-0.6666666666666666,0,-0.10398860398860399,1.5833333333333333,3,3,0,-0.4722222222222222,2,2,1,-0.015584891822515585,0.8226131869905576,-0.3333333333333333,0,-0.5,3,3,1,-0.4444444444444444,-3.0,3,0.0,0.0,-0.3333333333333333,0.2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
582,-0.25,1,0.6666666666666666,0.6666666666666666,1,2,0,-0.25,3,3,3,1.6136780344701136,0.8538455330481801,1.6666666666666667,1,-0.3333333333333333,3,4,0,0.6666666666666666,-1.0,4,0.3333333333333333,0.6,2.0,0.8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1944,-0.75,1,0.7521367521367521,1.25,3,1,1,-0.19444444444444445,2,1,2,-0.3568023469013568,0.4451618109918489,-0.3333333333333333,0,-0.3333333333333333,3,1,0,-0.8888888888888888,-1.0,3,-0.6666666666666666,-0.6,-0.3333333333333333,-0.6,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
643,-1.0,0,0.019943019943019943,0.8333333333333334,2,4,0,0.8055555555555556,2,1,2,-0.49174917491749176,-0.39859575498345573,-0.3333333333333333,0,1.1666666666666667,4,4,1,-0.8888888888888888,-1.0,3,-0.6666666666666666,-0.6,-0.3333333333333333,-0.6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1762,-0.5833333333333334,0,-0.31196581196581197,-0.25,3,4,1,0.7222222222222222,2,1,1,-0.49504950495049505,-0.32539746590267127,-0.3333333333333333,0,-0.16666666666666666,3,3,1,-0.8888888888888888,-1.0,3,-0.6666666666666666,-0.6,-0.3333333333333333,-0.6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
625,0.4166666666666667,0,0.6652421652421653,-0.4166666666666667,5,2,1,0.7222222222222222,3,4,1,2.160982764943161,-0.6789605358728109,1.6666666666666667,0,0.3333333333333333,3,2,1,1.4444444444444444,-1.0,3,2.1666666666666665,2.6,3.3333333333333335,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1285,-0.16666666666666666,0,-0.9601139601139601,1.0,3,3,1,-0.5277777777777778,3,2,2,-0.06692335900256692,0.6855782422726172,0.6666666666666666,0,-0.16666666666666666,3,3,2,0.6666666666666666,-1.0,4,1.0,1.0,1.3333333333333333,1.4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1950,-0.16666666666666666,0,0.18233618233618235,-0.5,3,1,0,-0.9166666666666666,3,3,4,0.9312431243124313,-0.5866354612218546,-0.3333333333333333,0,1.1666666666666667,4,1,0,0.5555555555555556,0.0,2,1.5,1.0,0.3333333333333333,-0.4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2053,-0.5833333333333334,0,0.8105413105413105,0.5,2,4,0,-0.5277777777777778,2,2,2,-0.14374770810414375,0.7779840206601566,0.6666666666666666,1,-0.16666666666666666,3,1,1,0.1111111111111111,-1.0,3,-0.16666666666666666,0.0,-0.3333333333333333,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1035,0.4166666666666667,0,-0.8005698005698005,0.0,1,2,1,-0.2777777777777778,1,5,3,2.7803447011367806,0.5039948349608587,-0.3333333333333333,0,1.3333333333333333,4,2,2,1.3333333333333333,0.0,3,2.6666666666666665,2.6,1.3333333333333333,1.4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1822,0.3333333333333333,0,0.5484330484330484,-0.5,3,3,1,-0.3611111111111111,3,2,4,0.3124312431243124,-0.4018239044467759,0.6666666666666666,0,0.5,3,4,1,0.3333333333333333,0.0,3,0.0,0.0,-0.3333333333333333,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
